sample_id	reference	material_source_and_purity	synthesis_method	processing_route	sintering_temperature	sintering_duration	dopant_element	dopant_ionic_radius	dopant_valence	dopant_molar_fraction	crystal_phase	operating_temperature	conductivity
95	1002-0721(2005)-0309-04（稀土学报）	Zr(NO3)4·5H2O,Y(NO3)3·6H2O,Yb(NO3)3·6H2O,Dy(NO3)·6H2O	甘氨酸法	干压成型	1600	4h	Y/Yb/Dy	101.9/98.5/102.7	+3/+3/+3	5.39%/2.69%/0.27%	c	1000	0.15
96	1002-0721(2005)-0309-04（稀土学报）	Zr(NO3)4·5H2O,Y(NO3)3·6H2O,Yb(NO3)3·6H2O,Dy(NO3)·6H2O,Al(NO3)·9H2O	甘氨酸法	干压成型	1600	4h	Y/Yb/Dy/Al	101.9/98.5/102.7/54	+3/+3/+3/+3	5.37%/2.68%/0.27%/0.28%	c	1000	0.14
97	1002-0721(2005)-0309-04（稀土学报）	Zr(NO3)4·5H2O,Y(NO3)3·6H2O,Yb(NO3)3·6H2O,Dy(NO3)·6H2O,CaCO3	甘氨酸法	干压成型	1600	4h	Y/Yb/Dy/Ca	101.9/98.5/102.7/112	+3/+3/+3/+2	5.27%/2.63%/0.26%/2.15%	c	1000	0.078
98	1002-0721(2005)-0309-04（稀土学报）	Zr(NO3)4·5H2O,Y(NO3)3·6H2O,Yb(NO3)3·6H2O,Dy(NO3)·6H2O,Al(NO3)·9H2O,CaCO3	甘氨酸法	干压成型	1600	4h	Y/Yb/Dy/Al/Ca	101.9/98.5/102.7/54/112	+3/+3/+3/+3/+2	5.26%/2.63%/0.27%/0.27%/2.14%	c	1000	0.113
99	1002-0721(2005)-0309-04（稀土学报）	Zr(NO3)4·5H2O,Y(NO3)3·6H2O,Yb(NO3)3·6H2O,Sc2O3	甘氨酸法	干压成型	1600	4h	Y/Yb/Sc	101.9/98.5/87	+3/+3/+3	5.35%/2.67%/1.07%	c	800	0.04
100	1002-0721(2005)-0309-04（稀土学报）	Zr(NO3)4·5H2O,Y(NO3)3·6H2O,Yb(NO3)3·6H2O,Sc2O3,Al(NO3)·9H2O	甘氨酸法	干压成型	1600	4h	Y/Yb/Sc/Al	101.9/98.5/87/54	+3/+3/+3/+3	5.32%/2.66%/1.06%/0.28%	c	800	0.033
101	1002-0721(2005)-0309-04（稀土学报）	Zr(NO3)4·5H2O,Y(NO3)3·6H2O,Yb(NO3)3·6H2O,Sc2O3,CaCO3	甘氨酸法	干压成型	1600	4h	Y/Yb/Sc/Ca	101.9/98.5/87/112	+3/+3/+3/+2	5.23%/2.61%/1.05%/2.13%	c	800	0.015
102	1002-0721(2005)-0309-04（稀土学报）	Zr(NO3)4·5H2O,Y(NO3)3·6H2O,Yb(NO3)3·6H2O,Sc2O3,Al(NO3)·9H2O,CaCO3	甘氨酸法	干压成型	1600	4h	Y/Yb/Sc/Al/Ca	101.9/98.5/87/54/112	+3/+3/+3/+3/+2	5.22%/2.61%/1.04%/0.27/2.13%	c	800	0.026
103	1002-0721(2005)-0309-04（稀土学报）	Zr(NO3)4·5H2O,Y(NO3)3·6H2O,Yb(NO3)3·6H2O,Dy(NO3)·6H2O	甘氨酸法	干压成型	1600	4h	Y/Yb/Dy	101.9/98.5/102.7	+3/+3/+3	5.39%/2.69%/0.27%	c	800	0.035
104	1002-0721(2005)-0309-04（稀土学报）	Zr(NO3)4·5H2O,Y(NO3)3·6H2O,Yb(NO3)3·6H2O,Dy(NO3)·6H2O,Al(NO3)·9H2O	甘氨酸法	干压成型	1600	4h	Y/Yb/Dy/Al	101.9/98.5/102.7/54	+3/+3/+3/+3	5.37%/2.68%/0.27%/0.28%	c	800	0.03
105	1002-0721(2005)-0309-04（稀土学报）	Zr(NO3)4·5H2O,Y(NO3)3·6H2O,Yb(NO3)3·6H2O,Dy(NO3)·6H2O,CaCO3	甘氨酸法	干压成型	1600	4h	Y/Yb/Dy/Ca	101.9/98.5/102.7/112	+3/+3/+3/+2	5.27%/2.63%/0.26%/2.15%	c	800	0.01
106	1002-0721(2005)-0309-04（稀土学报）	Zr(NO3)4·5H2O,Y(NO3)3·6H2O,Yb(NO3)3·6H2O,Dy(NO3)·6H2O,Al(NO3)·9H2O,CaCO3	甘氨酸法	干压成型	1600	4h	Y/Yb/Dy/Al/Ca	101.9/98.5/102.7/54/112	+3/+3/+3/+3/+2	5.26%/2.63%/0.27%/0.27%/2.14%	c	800	0.022
107	10.1016/j.ssi.2008.01.088	Zr(C5H7O2)4，Y(C5H7O2)3(H2O)x	商品化	超声喷雾热解	425	10min	Y	101.9	+3	0.08	c	650	0.033
108	10.1002/cvde.201207006	ZrO2, Y2O3	商品化	金属有机化学气相沉积	670	/	Y	101.9	+3	0.13	c	600	0.001
109	10.1002/cvde.201207006	ZrO2, Y2O3	商品化	金属有机化学气相沉积	670	/	Y	101.9	+3	0.13	c	700	0.005
110	10.1002/cvde.201207006	ZrO2, Y2O3	商品化	金属有机化学气相沉积	670	/	Y	101.9	+3	0.13	c	800	0.013
111	10.1002/cvde.201207006	ZrO2, Sc2O3	商品化	金属有机化学气相沉积	670	/	Sc	87	+3	0.08	c/t	600	0.002
112	10.1002/cvde.201207006	ZrO2, Sc2O3	商品化	金属有机化学气相沉积	670	/	Sc	87	+3	0.08	c/t	700	0.007
113	10.1002/cvde.201207006	ZrO2, Sc2O3	商品化	金属有机化学气相沉积	670	/	Sc	87	+3	0.08	c/t	800	0.021
114	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Tosoh Corporation, Tokyo, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0291	/	800	0.018
115	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Tosoh Corporation, Tokyo, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0291	/	900	0.035
116	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Tosoh Corporation, Tokyo, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0291	/	1000	0.058
117	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Tosoh Corporation, Tokyo, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0292	/	800	0.017
118	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Tosoh Corporation, Tokyo, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0292	/	900	0.033
119	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Tosoh Corporation, Tokyo, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0292	/	1000	0.055
120	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Daiichi Kigenso Kagaku Kogyo Co. Ltd, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0294	/	800	0.016
121	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Daiichi Kigenso Kagaku Kogyo Co. Ltd, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0294	/	900	0.032
122	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Daiichi Kigenso Kagaku Kogyo Co. Ltd, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0294	/	1000	0.054
123	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Nissan Chemical Industries, Chiba, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0298	/	800	0.018
124	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Nissan Chemical Industries, Chiba, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0298	/	900	0.035
125	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Nissan Chemical Industries, Chiba, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0298	/	1000	0.058
126	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Scimarec Co. Ltd, Tokyo, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0287	/	800	0.017
127	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Scimarec Co. Ltd, Tokyo, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0287	/	900	0.033
128	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Scimarec Co. Ltd, Tokyo, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0287	/	1000	0.055
129	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Tosoh Corporation, Tokyo, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0778	/	800	0.055
130	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Tosoh Corporation, Tokyo, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0778	/	900	0.109
131	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Tosoh Corporation, Tokyo, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0778	/	1000	0.185
132	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Daiichi Kigenso Kagaku Kogyo Co. Ltd, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0796	/	800	0.048
133	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Daiichi Kigenso Kagaku Kogyo Co. Ltd, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0796	/	900	0.1
134	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Daiichi Kigenso Kagaku Kogyo Co. Ltd, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0796	/	1000	0.177
135	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Nissan Chemical Industries, Chiba, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0763	/	800	0.051
136	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Nissan Chemical Industries, Chiba, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0763	/	900	0.102
137	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Nissan Chemical Industries, Chiba, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0763	/	1000	0.178
138	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Scimarec Co. Ltd, Tokyo, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0854	/	800	0.048
139	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Scimarec Co. Ltd, Tokyo, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0854	/	900	0.95
140	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Scimarec Co. Ltd, Tokyo, Japan) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0854	/	1000	0.165
141	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Magnesium Elektron Inc., UK) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0885	/	800	0.033
142	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Magnesium Elektron Inc., UK) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0885	/	900	0.072
143	10.1016/0167-2738(94)90263-1	YSZ，商业化材料(Magnesium Elektron Inc., UK) 	商品化	干压成型	1500	4h	Y	101.9	+3	0.0885	/	1000	0.135
144	10.1016/j.ceramint.2014.06.015	YSZ，商业化材料，(Staffordshire, UK))	商品化	流延	1500	2h	Y	101.9	+3	0.08	c	650	0.016
145	10.1016/j.ceramint.2014.06.015	YSZ，商业化材料，(Staffordshire, UK))	商品化	流延	1500	2h	Y	101.9	+3	0.08	c	800	0.049
146	10.1016/j.ceramint.2014.06.015	YSZ，商业化材料，(Staffordshire, UK))	商品化	流延	1500	2h	Y	101.9	+3	0.08	c	950	0.082
147	10.1016/j.ceramint.2014.06.015	8YSZ，商业化材料，(Tokyo, Japan)	商品化	流延	1500	2h	Y	101.9	+3	0.08	c	650	0.0054
148	10.1016/j.ceramint.2014.06.015	8YSZ，商业化材料，(Tokyo, Japan)	商品化	流延	1500	2h	Y	101.9	+3	0.08	c	800	0.016
149	10.1016/j.ceramint.2014.06.015	8YSZ，商业化材料，(Tokyo, Japan)	商品化	流延	1500	2h	Y	101.9	+3	0.08	c	950	0.022
150	10.1016/j.ceramint.2014.06.015	8YSZ，商业化材料，(Tokyo, Japan)	商品化	流延	1500	2h	Y	101.9	+3	0.08	c	650	0.005
151	10.1016/j.ceramint.2014.06.015	8YSZ，商业化材料，(Tokyo, Japan)	商品化	流延	1500	2h	Y	101.9	+3	0.08	c	800	0.016
152	10.1016/j.ceramint.2014.06.015	8YSZ，商业化材料，(Tokyo, Japan)	商品化	流延	1500	2h	Y	101.9	+3	0.08	c	950	0.032
153	10.1016/j.ceramint.2014.06.015	YSZ，商业化材料，(Staffordshire, UK))	商品化	流延	1500	2h	Y	101.9	+3	0.08	c	650	0.012
154	10.1016/j.ceramint.2014.06.015	YSZ，商业化材料，(Staffordshire, UK))	商品化	流延	1500	2h	Y	101.9	+3	0.08	c	800	0.051
155	10.1016/j.ceramint.2014.06.015	YSZ，商业化材料，(Staffordshire, UK))	商品化	流延	1500	2h	Y	101.9	+3	0.08	c	950	0.11
156	10.1016/j.ceramint.2014.06.015	8YSZ，商业化材料，(Tokyo, Japan)	商品化	流延	1500	2h	Y	101.9	+3	0.08	c	650	0.009
157	10.1016/j.ceramint.2014.06.015	8YSZ，商业化材料，(Tokyo, Japan)	商品化	流延	1500	2h	Y	101.9	+3	0.08	c	800	0.054
158	10.1016/j.ceramint.2014.06.015	8YSZ，商业化材料，(Tokyo, Japan)	商品化	流延	1500	2h	Y	101.9	+3	0.08	c	950	0.074
159	10.1016/j.ceramint.2014.06.015	8YSZ，商业化材料，(Tokyo, Japan)	商品化	流延	1500	2h	Y	101.9	+3	0.08	c	650	0.012
160	10.1016/j.ceramint.2014.06.015	8YSZ，商业化材料，(Tokyo, Japan)	商品化	流延	1500	2h	Y	101.9	+3	0.08	c	800	0.033
161	10.1016/j.ceramint.2014.06.015	8YSZ，商业化材料，(Tokyo, Japan)	商品化	流延	1500	2h	Y	101.9	+3	0.08	c	950	0.041
162	10.1016/j.ssi.2006.05.006	8YSZ，商业化材料，(TZ-8Y,TosohCorporation,Tokyo,Japan),SiO2	商品化	干压成型	1300	3h	Y/Si	101.9/26	+3/+4	8%/0.11%	c	400	0.00020471285480509
163	10.1016/j.ssi.2006.05.006	8YSZ，商业化材料，(TZ-8Y,TosohCorporation,Tokyo,Japan),SiO2	商品化	干压成型	1350	3h	Y/Si	101.9/26	+3/+4	8%/0.11%	c	400	0.000254852550936879
164	10.1016/j.ssi.2006.05.006	8YSZ，商业化材料，(TZ-8Y,TosohCorporation,Tokyo,Japan),SiO2	商品化	干压成型	1400	3h	Y/Si	101.9/26	+3/+4	8%/0.11%	c	400	0.000283
165	10.1016/j.ssi.2006.05.006	8YSZ，商业化材料，(TZ-8Y,TosohCorporation,Tokyo,Japan),SiO2	商品化	干压成型	1450	3h	Y/Si	101.9/26	+3/+4	8%/0.11%	c	400	0.000401
166	10.1016/j.ssi.2006.05.006	8YSZ，商业化材料，(TZ-8Y,TosohCorporation,Tokyo,Japan),SiO2	商品化	干压成型	1500	3h	Y/Si	101.9/26	+3/+4	8%/0.11%	c	400	0.000521
167	10.1016/j.ssi.2006.05.006	8YSZ，商业化材料，(TZ-8Y,TosohCorporation,Tokyo,Japan),SiO2	商品化	干压成型	1550	3h	Y/Si	101.9/26	+3/+4	8%/0.11%	c	400	0.00071
168	10.1016/j.ssi.2006.05.006	8YSZ，商业化材料，(TZ-8Y,TosohCorporation,Tokyo,Japan),SiO2	商品化	干压成型	1400	10min	Y/Si	101.9/26	+3/+4	8%/0.11%	c	400	0.000225356176309313
169	10.1016/j.ssi.2006.05.006	8YSZ，商业化材料，(TZ-8Y,TosohCorporation,Tokyo,Japan),SiO2	商品化	干压成型	1400	1h	Y/Si	101.9/26	+3/+4	8%/0.11%	c	400	0.000249051398631055
170	10.1016/j.ssi.2006.05.006	8YSZ，商业化材料，(TZ-8Y,TosohCorporation,Tokyo,Japan),SiO2	商品化	干压成型	1400	10h	Y/Si	101.9/26	+3/+4	8%/0.11%	c	400	0.000353672450654121
171	10.1016/j.ssi.2006.05.006	8YSZ，商业化材料，(TZ-8Y,TosohCorporation,Tokyo,Japan),SiO2	商品化	干压成型	1400	30h	Y/Si	101.9/26	+3/+4	8%/0.11%	c	400	0.000430820127209515
172	10.2109/jcersj2.17056	8YSZ，商业化材料，(TZ-8Y; Toso, Japan) 	商品化	干压成型	1400	3h	Y	101.9	+3	0.08	c	400	0.00267
173	10.2109/jcersj2.17056	8YSZ，商业化材料，(TZ-8Y; Toso, Japan) 	商品化	干压成型	1400	3h	Y	101.9	+3	0.08	c	530	0.00267
174	10.2109/jcersj2.17056	8YSZ，商业化材料，(TZ-8Y; Toso, Japan) 	商品化	干压成型	1400	3h	Y	101.9	+3	0.08	c	400	0.000107
175	10.1134/S0020168516030158	CeO，水热法自制;Sc2O3，水热法自制;Fe2O3，水热法自制	水热合成	干压成型	1350	2h	Ce/Sc/Fe	101.9/87/64.5	+4/+3/+3	7%/7%/3.5%	c	680	0.01
176	10.1007/s10971-015-3778-1	YSZ，共沉淀法自制	共沉淀法	气相沉积	/	/	Y	101.9	+3	0.08	c	427	0.00028
177	10.1007/s10971-015-3778-1	YSZ，溶胶凝胶法自制	溶胶凝胶法	气相沉积	/	/	Y	101.9	+3	0.08	c	427	0.00011
178	10.1007/s10971-015-3778-1	YSZ，溶胶凝胶法自制	溶胶凝胶法	气相沉积	/	/	Y	101.9	+3	0.08	c	427	3e-06
179	10.1016/j.jallcom.2018.08.117	ZrO2,Y2O3,Eu2O3	定向熔融结晶	切割抛光	/	/	Y/Eu	101.9/112	+3/+3	2.7/0.1%	t	900	0.026
180	10.1016/j.jallcom.2018.08.117	ZrO2,Y2O3,Eu2O3	定向熔融结晶	切割抛光	/	/	Y/Eu	101.9/112	+3/+3	3.6/0.1%	t	900	0.028
181	10.1016/j.jallcom.2018.08.117	ZrO2,Y2O3,Eu2O3	定向熔融结晶	切割抛光	/	/	Y/Eu	101.9/112	+3/+3	8/0.1%	c	900	0.063
182	10.1016/j.jallcom.2018.08.117	ZrO2,Y2O3,Eu2O3	定向熔融结晶	切割抛光	/	/	Y/Eu	101.9/112	+3/+3	12/0.1%	c	900	0.015
183	10.1016/j.jallcom.2018.08.117	ZrO2,Y2O3,Eu2O3	定向熔融结晶	切割抛光	/	/	Y/Eu	101.9/112	+3/+3	16/0.1%	c	900	0.015
184	10.1016/j.jallcom.2018.08.117	ZrO2,Y2O3,Eu2O3	定向熔融结晶	切割抛光	/	/	Y/Eu	101.9/112	+3/+3	35/0.1%	c	900	0.004
185	10.1016/j.ssi.2004.06.012	3YSZ，自制材料，（Millennium Performance ChemicalsAustralia）	溶胶凝胶法	干压成型	1300	3h	Y	101.9	+3	0.03	/	850	0.026
186	10.1016/j.ssi.2004.06.012	3YSZ，自制材料，（Millennium Performance ChemicalsAustralia）	溶胶凝胶法	干压成型	1350	3h	Y	101.9	+3	0.03	/	850	0.026
187	10.1016/j.ssi.2004.06.012	3YSZ，自制材料，（Millennium Performance ChemicalsAustralia）	溶胶凝胶法	干压成型	1400	3h	Y	101.9	+3	0.03	/	850	0.024
188	10.1016/j.ssi.2004.06.012	3YSZ，自制材料，（Millennium Performance ChemicalsAustralia）	溶胶凝胶法	干压成型	1400	3h	Y	101.9	+3	0.03	/	850	0.025
189	10.1016/j.ssi.2004.06.012	3YSZ，自制材料，（Millennium Performance ChemicalsAustralia）	溶胶凝胶法	干压成型	1500	3h	Y	101.9	+3	0.03	/	850	0.024
190	10.1016/j.ssi.2004.06.012	3YSZ，自制材料，（Millennium Performance ChemicalsAustralia）	溶胶凝胶法	干压成型	1600	3h	Y	101.9	+3	0.03	/	850	0.024
191	10.1016/j.ssi.2004.06.012	3YSZ，自制材料，（Millennium Performance ChemicalsAustralia）	溶胶凝胶法	干压成型	1400	3h	Y	101.9	+3	0.03	/	1000	0.058
192	10.1016/j.ssi.2004.06.012	3YSZ，自制材料，（Millennium Performance ChemicalsAustralia）	溶胶凝胶法	干压成型	1400	3h	Y	101.9	+3	0.03	/	1000	0.055
193	10.1016/S1001-0521(07)60110-7	8YSZ，商业化材料，（Farmeiya Jiujiang Advanced Materials Co., Ltd.）	商品化	干压成型	1450	2h	Y	101.9	+3	0.08	c+t	1000	0.149568619222635
194	10.1016/S1001-0521(07)60110-7	8YSZ，商业化材料，（Farmeiya Jiujiang Advanced Materials Co., Ltd.）；3YSZ，商业化材料，（Farmeiya Jiujiang Advanced Materials Co., Ltd.）	商品化	干压成型	1450	2h	Y	101.9	+3	0.0748	c+t	1000	0.100258843722804
195	10.1016/S1001-0521(07)60110-7	8YSZ，商业化材料，（Farmeiya Jiujiang Advanced Materials Co., Ltd.）；3YSZ，商业化材料，（Farmeiya Jiujiang Advanced Materials Co., Ltd.）	商品化	干压成型	1450	2h	Y	101.9	+3	0.0697	c+t	1000	0.0907179532894125
196	10.1016/S1001-0521(07)60110-7	8YSZ，商业化材料，（Farmeiya Jiujiang Advanced Materials Co., Ltd.）；3YSZ，商业化材料，（Farmeiya Jiujiang Advanced Materials Co., Ltd.）	商品化	干压成型	1450	2h	Y	101.9	+3	0.0646	c+t	1000	0.11
197	10.1016/S1001-0521(07)60110-7	8YSZ，商业化材料，（Farmeiya Jiujiang Advanced Materials Co., Ltd.）；3YSZ，商业化材料，（Farmeiya Jiujiang Advanced Materials Co., Ltd.）	商品化	干压成型	1450	2h	Y	101.9	+3	0.0595	c+t	1000	0.0820849986238988
198	10.1016/S1001-0521(07)60110-7	8YSZ，商业化材料，（Farmeiya Jiujiang Advanced Materials Co., Ltd.）；3YSZ，商业化材料，（Farmeiya Jiujiang Advanced Materials Co., Ltd.）	商品化	干压成型	1450	2h	Y	101.9	+3	0.0545	c+t	1000	0.074274
199	10.1016/j.actamat.2008.11.028	Zr/Y靶材	商品化	磁控溅射	/	/	Y	101.9	+3	0.015	/	500	4e-05
200	10.1016/j.actamat.2008.11.028	Zr/Y靶材	商品化	磁控溅射	/	/	Y	101.9	+3	0.032	/	500	0.0022
201	10.1016/j.actamat.2008.11.028	Zr/Y靶材	商品化	磁控溅射	/	/	Y	101.9	+3	0.05	/	500	0.005
202	10.1016/j.actamat.2008.11.028	Zr/Y靶材	商品化	磁控溅射	/	/	Y	101.9	+3	0.065	/	500	0.007
203	10.1016/j.actamat.2008.11.028	Zr/Y靶材	商品化	磁控溅射	/	/	Y	101.9	+3	0.091	/	500	0.0028
204	10.1016/j.actamat.2008.11.028	Zr/Y靶材	商品化	磁控溅射	/	/	Y	101.9	+3	0.005	/	450	6.2e-07
205	10.1016/j.actamat.2008.11.028	Zr/Y靶材	商品化	磁控溅射	/	/	Y	101.9	+3	0.015	/	500	3.622e-05
206	10.1016/j.actamat.2008.11.028	Zr/Y靶材	商品化	磁控溅射	/	/	Y	101.9	+3	0.015	/	450	1.245e-05
207	10.1016/j.actamat.2008.11.028	Zr/Y靶材	商品化	磁控溅射	/	/	Y	101.9	+3	0.065	/	450	0.002213
208	10.1016/j.ssi.2010.10.012	ScSZ，溶胶凝胶法自制，99.9%	溶胶凝胶法	干压成型	1500	5h	Ce/Sc	105.3/87	+4/+3	1%/9%	c	400	9.38e-05
209	10.1016/j.ssi.2010.10.012	ScSZ，溶胶凝胶法自制，99.9%	溶胶凝胶法	干压成型	1500	5h	Ce/Sc	105.3/87	+4/+3	1%/9%	c	450	0.000437
210	10.1016/j.ssi.2010.10.012	ScSZ，溶胶凝胶法自制，99.9%	溶胶凝胶法	干压成型	1500	5h	Ce/Sc	105.3/87	+4/+3	1%/9%	c	500	0.001705
211	10.1016/j.ssi.2010.10.012	ScSZ，溶胶凝胶法自制，99.9%	溶胶凝胶法	干压成型	1500	5h	Ce/Sc	105.3/87	+4/+3	1%/9%	c	550	0.004837
212	10.1016/j.ssi.2010.10.012	ScSZ，溶胶凝胶法自制，99.9%	溶胶凝胶法	干压成型	1500	5h	Ce/Sc	105.3/87	+4/+3	1%/9%	c	600	0.011455
213	10.1016/j.ssi.2010.10.012	ScSZ，溶胶凝胶法自制，99.9%	溶胶凝胶法	干压成型	1500	5h	Ce/Sc	105.3/87	+4/+3	1%/9%	c	650	0.021617
214	10.1016/j.ssi.2010.10.012	ScSZ，溶胶凝胶法自制，99.9%	溶胶凝胶法	干压成型	1500	5h	Ce/Sc	105.3/87	+4/+3	1%/9%	c	700	0.036466
215	10.1016/j.ssi.2010.10.012	ScSZ，溶胶凝胶法自制，99.9%	溶胶凝胶法	干压成型	1500	5h	Ce/Sc	105.3/87	+4/+3	1%/9%	c	750	0.046787
216	10.1016/j.ssi.2010.10.012	ScSZ，溶胶凝胶法自制，99.9%	溶胶凝胶法	干压成型	1500	5h	Ce/Sc	105.3/87	+4/+3	1%/9%	c	800	0.052408
217	10.1016/j.ssi.2010.10.012	ScSZ，溶胶凝胶法自制，99.9%	溶胶凝胶法	干压成型	1500	5h	Ce/Sc	105.3/87	+4/+3	1%/9%	c	850	0.083104
218	10.1016/j.ssi.2010.10.012	ScSZ，溶胶凝胶法自制，99.9%	溶胶凝胶法	干压成型	1500	5h	Ce/Sc	105.3/87	+4/+3	1%/9%	c	900	0.100162
219	10.1016/j.ssi.2010.10.012	ScSZ，溶胶凝胶法自制，99.9%	溶胶凝胶法	干压成型	1500	5h	Ce/Sc	105.3/87	+4/+3	1%/9%	c	950	0.115498
220	10.2320/matertrans1989.39.1115	3YSZ，商业化材料，(TZ-3Y,TosohCorporation,Tokyo,Japan)；Mn3O4，商业化材料，（Soekewa-Rikagaku）,99.9%	商品化	干压成型	1400	/	Y/Mn	101.9/83	+3/+2	0.03	/	1000	0.053
221	10.2320/matertrans1989.39.1115	3YSZ，商业化材料，(TZ-3Y,TosohCorporation,Tokyo,Japan)；Mn3O4，商业化材料，（Soekewa-Rikagaku）,99.9%	商品化	干压成型	1400	/	Y/Mn	101.9/83	+3/+2	3%/3%	/	1000	0.035
222	10.2320/matertrans1989.39.1115	3YSZ，商业化材料，(TZ-3Y,TosohCorporation,Tokyo,Japan)；Mn3O4，商业化材料，（Soekewa-Rikagaku）,99.9%	商品化	干压成型	1400	/	Y/Mn	101.9/83	+3/+2	3%/5.2%	/	1000	0.037
223	10.2320/matertrans1989.39.1115	3YSZ，商业化材料，(TZ-3Y,TosohCorporation,Tokyo,Japan)；Mn3O4，商业化材料，（Soekewa-Rikagaku）,99.9%	商品化	干压成型	1400	/	Y/Mn	101.9/83	+3/+2	3%/7.6%	/	1000	0.05
224	10.1002/adfm.201202020	zirconium 2,4-pentane dionate and yttrium 2,4-pentane dionate in pure ethano	商品化	化学气相沉积	/	/	Y	101.9	+3	0.08	/	400	9e-05
225	10.1002/adfm.201202020	3YSZ powder (Tosoh Corp., Japan)	商品化	激光脉冲沉积	450	/	Y	101.9	+3	0.03	/	400	1e-05
226	10.1002/adfm.201202020	8YSZ powder (Tosoh Corp., Japan)	商品化	激光脉冲沉积	700	/	Y	101.9	+3	0.08	/	400	0.00015
227	10.1002/adfm.201202020	zirconium 2,4-pentane dionate and yttrium chloride hydrate dissolved in 80 vol% tetraethylene glycol, 10 vol% polyethylene glycol 600 and 10 vol% ethanol	商品化	喷雾热解	/	/	Y	101.9	+3	0.08	/	400	6e-05
228	10.1016/j.surfcoat.2004.04.086	YSZ，自制	溶胶凝胶法	等离子喷涂沉积	/	/	Y	101.9	+3	0.08	/	800	0.042
229	10.1016/j.surfcoat.2004.04.086	YSZ，自制	溶胶凝胶法	等离子喷涂沉积	/	/	Y	101.9	+3	0.03	/	800	0.018
230	10.1016/j.surfcoat.2004.04.086	YSZ，自制	溶胶凝胶法	等离子喷涂沉积	/	/	Y	101.9	+3	0.045	/	800	0.027
231	10.1016/j.jeurceramsoc.2014.12.002	ZrO2,CaO2,Bi2O3混合粉体，固相法自制	固相合成	干压成型	1300	6h	Ca	112	+2	0.12	c	760	0.0016
