sample_id	reference	material_source_and_purity	synthesis_method	processing_route	operating_temperature	conductivity
117	10.1016/0167-2738(94)90263-1	Commercial YSZ material supplied by Tosoh Corporation (Tokyo, Japan).	Commercialization	dry pressing	800	0.017
118	10.1016/0167-2738(94)90263-1	Commercial YSZ material supplied by Tosoh Corporation (Tokyo, Japan).	Commercialization	dry pressing	900	0.033
119	10.1016/0167-2738(94)90263-1	Commercial YSZ powder supplied by Tosoh Corporation (Tokyo, Japan).	Commercialization	dry pressing	1000	0.055
120	10.1016/0167-2738(94)90263-1	Commercial YSZ powder supplied by Daiichi Kigenso Kagaku Kogyo Co. Ltd (Japan).	Commercialization	dry pressing	800	0.016
121	10.1016/0167-2738(94)90263-1	Commercial YSZ material supplied by Daiichi Kigenso Kagaku Kogyo Co. Ltd (Japan).	Commercialization	dry pressing	900	0.032
122	10.1016/0167-2738(94)90263-1	Commercial YSZ material supplied by Daiichi Kigenso Kagaku Kogyo Co. Ltd (Japan).	Commercialization	dry pressing	1000	0.054
123	10.1016/0167-2738(94)90263-1	Commercial YSZ material supplied by Nissan Chemical Industries (Chiba, Japan).	Commercialization	dry pressing	800	0.018
124	10.1016/0167-2738(94)90263-1	Commercial YSZ material supplied by Nissan Chemical Industries (Chiba, Japan).	Commercialization	dry pressing	900	0.035
125	10.1016/0167-2738(94)90263-1	Commercial YSZ powder supplied by Nissan Chemical Industries (Chiba, Japan).	Commercialization	dry pressing	1000	0.058
126	10.1016/0167-2738(94)90263-1	Commercial YSZ material supplied by Scimarec Co. Ltd (Tokyo, Japan).	Commercialization	dry pressing	800	0.017
127	10.1016/0167-2738(94)90263-1	Commercial YSZ material supplied by Scimarec Co. Ltd (Tokyo, Japan).	Commercialization	dry pressing	900	0.033
128	10.1016/0167-2738(94)90263-1	Commercial YSZ powder supplied by Scimarec Co. Ltd (Tokyo, Japan).	Commercialization	dry pressing	1000	0.055
129	10.1016/0167-2738(94)90263-1	Commercial YSZ material supplied by Tosoh Corporation (Tokyo, Japan).	Commercialization	dry pressing	800	0.055
130	10.1016/0167-2738(94)90263-1	Commercial YSZ powder supplied by Tosoh Corporation (Tokyo, Japan).	Commercialization	dry pressing	900	0.109
131	10.1016/0167-2738(94)90263-1	Commercial YSZ material supplied by Tosoh Corporation (Tokyo, Japan).	Commercialization	dry pressing	1000	0.185
132	10.1016/0167-2738(94)90263-1	Commercial YSZ material supplied by Daiichi Kigenso Kagaku Kogyo Co. Ltd (Japan).	Commercialization	dry pressing	800	0.048
133	10.1016/0167-2738(94)90263-1	Commercial YSZ material supplied by Daiichi Kigenso Kagaku Kogyo Co. Ltd (Japan).	Commercialization	dry pressing	900	0.1
134	10.1016/0167-2738(94)90263-1	Commercial YSZ material supplied by Daiichi Kigenso Kagaku Kogyo Co. Ltd (Japan).	Commercialization	dry pressing	1000	0.177
135	10.1016/0167-2738(94)90263-1	Commercial YSZ material supplied by Nissan Chemical Industries (Chiba, Japan).	Commercialization	dry pressing	800	0.051
136	10.1016/0167-2738(94)90263-1	Commercial YSZ material supplied by Nissan Chemical Industries (Chiba, Japan).	Commercialization	dry pressing	900	0.102
137	10.1016/0167-2738(94)90263-1	Commercial YSZ material supplied by Nissan Chemical Industries (Chiba, Japan).	Commercialization	dry pressing	1000	0.178
138	10.1016/0167-2738(94)90263-1	Commercial YSZ material supplied by Scimarec Co. Ltd (Tokyo, Japan).	Commercialization	dry pressing	800	0.048
139	10.1016/0167-2738(94)90263-1	Commercial YSZ material supplied by Scimarec Co. Ltd (Tokyo, Japan).	Commercialization	dry pressing	900	0.95
140	10.1016/0167-2738(94)90263-1	Commercial YSZ material supplied by Scimarec Co. Ltd (Tokyo, Japan).	Commercialization	dry pressing	1000	0.165
141	10.1016/0167-2738(94)90263-1	Commercial YSZ material supplied by Magnesium Elektron Inc. (UK).	Commercialization	dry pressing	800	0.033
142	10.1016/0167-2738(94)90263-1	Commercial YSZ material supplied by Magnesium Elektron Inc. (UK).	Commercialization	dry pressing	900	0.072
143	10.1016/0167-2738(94)90263-1	Commercial YSZ powder supplied by Magnesium Elektron Inc. (UK).	Commercialization	dry pressing	1000	0.135
144	10.1016/j.ceramint.2014.06.015	Commercial YSZ material from Staffordshire, UK.	Commercialization	tape casting	650	0.016
145	10.1016/j.ceramint.2014.06.015	Commercial YSZ material sourced from Staffordshire, UK.	Commercialization	tape casting	800	0.049
146	10.1016/j.ceramint.2014.06.015	Commercial YSZ material sourced from Staffordshire, UK.	Commercialization	tape casting	950	0.082
147	10.1016/j.ceramint.2014.06.015	Commercial 8YSZ material sourced from Tokyo, Japan.	Commercialization	tape casting	650	0.0054
148	10.1016/j.ceramint.2014.06.015	Commercial 8YSZ material supplied from Tokyo, Japan.	Commercialization	tape casting	800	0.016
149	10.1016/j.ceramint.2014.06.015	Commercial 8YSZ material sourced from Tokyo, Japan.	Commercialization	tape casting	950	0.022
150	10.1016/j.ceramint.2014.06.015	Commercial 8YSZ material sourced from Tokyo, Japan.	Commercialization	tape casting	650	0.005
151	10.1016/j.ceramint.2014.06.015	Commercial 8YSZ material supplied from Tokyo, Japan.	Commercialization	tape casting	800	0.016
152	10.1016/j.ceramint.2014.06.015	Commercial 8YSZ material supplied from Tokyo, Japan.	Commercialization	tape casting	950	0.032
153	10.1016/j.ceramint.2014.06.015	Commercial YSZ material from Staffordshire, UK.	Commercialization	tape casting	650	0.012
154	10.1016/j.ceramint.2014.06.015	Commercial YSZ material from Staffordshire, UK.	Commercialization	tape casting	800	0.051
155	10.1016/j.ceramint.2014.06.015	Commercial YSZ material sourced from Staffordshire, UK.	Commercialization	tape casting	950	0.11
156	10.1016/j.ceramint.2014.06.015	Commercial 8YSZ material supplied from Tokyo, Japan.	Commercialization	tape casting	650	0.009
157	10.1016/j.ceramint.2014.06.015	Commercial 8YSZ material sourced from Tokyo, Japan.	Commercialization	tape casting	800	0.054
158	10.1016/j.ceramint.2014.06.015	Commercial 8YSZ material supplied from Tokyo, Japan.	Commercialization	tape casting	950	0.074
159	10.1016/j.ceramint.2014.06.015	Commercial 8YSZ material supplied from Tokyo, Japan.	Commercialization	tape casting	650	0.012
160	10.1016/j.ceramint.2014.06.015	Commercial 8YSZ material supplied from Tokyo, Japan.	Commercialization	tape casting	800	0.033
161	10.1016/j.ceramint.2014.06.015	Commercial 8YSZ material supplied from Tokyo, Japan.	Commercialization	tape casting	950	0.041
162	10.1016/j.ssi.2006.05.006	Commercial 8YSZ powder (TZ-8Y) supplied by Tosoh Corporation (Tokyo, Japan) containing SiO2.	Commercialization	dry pressing	400	0.00020471285480509
163	10.1016/j.ssi.2006.05.006	Commercial 8YSZ material (TZ-8Y, Tosoh Corporation, Tokyo, Japan) containing SiO2.	Commercialization	dry pressing	400	0.000254852550936879
164	10.1016/j.ssi.2006.05.006	Commercial 8YSZ material (TZ-8Y, TosohCorporation, Tokyo, Japan) with SiO2.	Commercialization	dry pressing	400	0.000283
165	10.1016/j.ssi.2006.05.006	Commercial 8YSZ material (TZ-8Y) supplied by Tosoh Corporation (Tokyo, Japan) containing SiO2.	Commercialization	dry pressing	400	0.000401
166	10.1016/j.ssi.2006.05.006	Commercial 8YSZ material (TZ-8Y, Tosoh Corporation, Tokyo, Japan) containing SiO2.	Commercialization	dry pressing	400	0.000521
167	10.1016/j.ssi.2006.05.006	Commercial 8YSZ material (TZ-8Y) supplied by Tosoh Corporation (Tokyo, Japan) containing SiO2.	Commercialization	dry pressing	400	0.00071
168	10.1016/j.ssi.2006.05.006	Commercial 8YSZ powder (TZ-8Y) supplied by Tosoh Corporation (Tokyo, Japan) containing SiO2.	Commercialization	dry pressing	400	0.000225356176309313
169	10.1016/j.ssi.2006.05.006	Commercial 8YSZ material (TZ-8Y) supplied by Tosoh Corporation (Tokyo, Japan) with SiO2.	Commercialization	dry pressing	400	0.000249051398631055
170	10.1016/j.ssi.2006.05.006	Commercial 8YSZ material (TZ-8Y, Tosoh Corporation, Tokyo, Japan) containing SiO2.	Commercialization	dry pressing	400	0.000353672450654121
171	10.1016/j.ssi.2006.05.006	Commercial 8YSZ material (TZ-8Y) supplied by Tosoh Corporation (Tokyo, Japan) with SiO2.	Commercialization	dry pressing	400	0.000430820127209515
172	10.2109/jcersj2.17056	Commercial 8YSZ material (TZ-8Y) supplied by Toso (Japan).	Commercialization	dry pressing	400	0.00267
173	10.2109/jcersj2.17056	Commercial 8YSZ material (TZ-8Y) supplied by Toso (Japan).	Commercialization	dry pressing	530	0.00267
174	10.2109/jcersj2.17056	Commercial 8YSZ material (TZ-8Y) supplied by Toso (Japan).	Commercialization	dry pressing	400	0.000107
175	10.1134/S0020168516030158	CeO, Sc2O3, and Fe2O3 were synthesized in-house by a hydrothermal method.	Hydrothermal synthesis	dry pressing	680	0.01
176	10.1007/s10971-015-3778-1	YSZ powder was prepared in-house by a co-precipitation method.	Coprecipitation method	vapor deposition	427	0.00028
177	10.1007/s10971-015-3778-1	YSZ powder was prepared in-house by a sol–gel method.	Sol–gel method	vapor deposition	427	0.00011
178	10.1007/s10971-015-3778-1	YSZ powder was prepared in-house using the sol–gel method.	Sol–gel method	vapor deposition	427	0.000003
179	10.1016/j.jallcom.2018.08.117	A mixture of ZrO2, Y2O3, and Eu2O3 was used as the starting materials.	Directional melt crystallization	cutting and polishing	900	0.026
180	10.1016/j.jallcom.2018.08.117	A material system consisting of ZrO2, Y2O3, and Eu2O3.	Directional melt crystallization	cutting and polishing	900	0.028
181	10.1016/j.jallcom.2018.08.117	A mixture of ZrO2, Y2O3, and Eu2O3.	Directional melt crystallization	cutting and polishing	900	0.063
182	10.1016/j.jallcom.2018.08.117	ZrO2, Y2O3, and Eu2O3 were used as starting materials.	Directional melt crystallization	cutting and polishing	900	0.015
183	10.1016/j.jallcom.2018.08.117	ZrO2, Y2O3, and Eu2O3 were used as starting materials.	Directional melt crystallization	cutting and polishing	900	0.015
184	10.1016/j.jallcom.2018.08.117	A mixture of ZrO2, Y2O3, and Eu2O3 was used as the material.	Directional melt crystallization	cutting and polishing	900	0.004
185	10.1016/j.ssi.2004.06.012	Self-prepared 3YSZ material using Millennium Performance Chemicals (Australia) as the source.	Sol–gel method	dry pressing	850	0.026
186	10.1016/j.ssi.2004.06.012	Homemade 3YSZ material using Millennium Performance Chemicals (Australia) as the source.	Sol–gel method	dry pressing	850	0.026
187	10.1016/j.ssi.2004.06.012	Self-prepared 3YSZ material using Millennium Performance Chemicals (Australia) as the source.	Sol–gel method	dry pressing	850	0.024
188	10.1016/j.ssi.2004.06.012	Homemade 3YSZ material using Millennium Performance Chemicals (Australia) as the source.	Sol–gel method	dry pressing	850	0.025
189	10.1016/j.ssi.2004.06.012	Self-prepared 3YSZ material using Millennium Performance Chemicals (Australia) as the source.	Sol–gel method	dry pressing	850	0.024
190	10.1016/j.ssi.2004.06.012	Self-prepared 3YSZ material using Millennium Performance Chemicals (Australia) as the source.	Sol–gel method	dry pressing	850	0.024
191	10.1016/j.ssi.2004.06.012	Lab-made 3YSZ material using Millennium Performance Chemicals (Australia).	Sol–gel method	dry pressing	1000	0.058
192	10.1016/j.ssi.2004.06.012	Homemade 3YSZ material using Millennium Performance Chemicals (Australia) as the source.	Sol–gel method	dry pressing	1000	0.055
193	10.1016/S1001-0521(07)60110-7	Commercial 8YSZ material supplied by Farmeiya Jiujiang Advanced Materials Co., Ltd.	Commercialization	dry pressing	1000	0.149568619222635
194	10.1016/S1001-0521(07)60110-7	Commercial 8YSZ and 3YSZ materials supplied by Farmeiya Jiujiang Advanced Materials Co., Ltd.	Commercialization	dry pressing	1000	0.100258843722804
195	10.1016/S1001-0521(07)60110-7	Commercial 8YSZ and 3YSZ materials supplied by Farmeiya Jiujiang Advanced Materials Co., Ltd.	Commercialization	dry pressing	1000	0.0907179532894125
196	10.1016/S1001-0521(07)60110-7	Commercial 8YSZ and 3YSZ materials supplied by Farmeiya Jiujiang Advanced Materials Co., Ltd.	Commercialization	dry pressing	1000	0.11
197	10.1016/S1001-0521(07)60110-7	Commercial 8YSZ and 3YSZ powders supplied by Farmeiya Jiujiang Advanced Materials Co., Ltd.	Commercialization	dry pressing	1000	0.0820849986238988
198	10.1016/S1001-0521(07)60110-7	Commercial 8YSZ and 3YSZ materials supplied by Farmeiya Jiujiang Advanced Materials Co., Ltd.	Commercialization	dry pressing	1000	0.074274
199	10.1016/j.actamat.2008.11.028	A Zr/Y sputtering target material.	Commercialization	magnetron sputtering	500	0.00004
200	10.1016/j.actamat.2008.11.028	A Zr/Y sputtering target was used.	Commercialization	magnetron sputtering	500	0.0022
201	10.1016/j.actamat.2008.11.028	A Zr/Y sputtering target was used as the material.	Commercialization	magnetron sputtering	500	0.005
202	10.1016/j.actamat.2008.11.028	A Zr/Y sputtering target material.	Commercialization	magnetron sputtering	500	0.007
203	10.1016/j.actamat.2008.11.028	A Zr/Y sputtering target was used.	Commercialization	magnetron sputtering	500	0.0028
204	10.1016/j.actamat.2008.11.028	A Zr/Y sputtering target material.	Commercialization	magnetron sputtering	450	0.00000062
205	10.1016/j.actamat.2008.11.028	A Zr/Y sputtering target.	Commercialization	magnetron sputtering	500	0.00003622
206	10.1016/j.actamat.2008.11.028	A Zr/Y sputtering target material.	Commercialization	magnetron sputtering	450	0.00001245
207	10.1016/j.actamat.2008.11.028	A Zr/Y sputtering target material.	Commercialization	magnetron sputtering	450	0.002213
208	10.1016/j.ssi.2010.10.012	Self-prepared ScSZ powder synthesized by the sol–gel method with a purity of 99.9%.	Sol–gel method	dry pressing	400	0.0000938
209	10.1016/j.ssi.2010.10.012	Self-prepared ScSZ synthesized by the sol–gel method with a purity of 99.9%.	Sol–gel method	dry pressing	450	0.000437
210	10.1016/j.ssi.2010.10.012	ScSZ powder synthesized in-house by a sol–gel method with a purity of 99.9%.	Sol–gel method	dry pressing	500	0.001705
211	10.1016/j.ssi.2010.10.012	ScSZ powder synthesized in-house by the sol–gel method with a purity of 99.9%.	Sol–gel method	dry pressing	550	0.004837
212	10.1016/j.ssi.2010.10.012	Self-prepared ScSZ powder synthesized by the sol–gel method with a purity of 99.9%.	Sol–gel method	dry pressing	600	0.011455
213	10.1016/j.ssi.2010.10.012	Self-prepared ScSZ powder produced by the sol–gel method with a purity of 99.9%.	Sol–gel method	dry pressing	650	0.021617
214	10.1016/j.ssi.2010.10.012	Sol–gel synthesized ScSZ with a purity of 99.9%.	Sol–gel method	dry pressing	700	0.036466
215	10.1016/j.ssi.2010.10.012	ScSZ powder synthesized in-house by the sol–gel method with a purity of 99.9%.	Sol–gel method	dry pressing	750	0.046787
216	10.1016/j.ssi.2010.10.012	Sol–gel synthesized ScSZ powder with a purity of 99.9%.	Sol–gel method	dry pressing	800	0.052408
217	10.1016/j.ssi.2010.10.012	ScSZ powder synthesized in-house by a sol–gel method with a purity of 99.9%.	Sol–gel method	dry pressing	850	0.083104
218	10.1016/j.ssi.2010.10.012	Self-made ScSZ prepared by the sol–gel method with a purity of 99.9%.	Sol–gel method	dry pressing	900	0.100162
219	10.1016/j.ssi.2010.10.012	Self-prepared ScSZ powder produced by a sol–gel method with a purity of 99.9%.	Sol–gel method	dry pressing	950	0.115498
220	10.2320/matertrans1989.39.1115	Commercial 3YSZ powder (TZ-3Y) supplied by Tosoh Corporation (Tokyo, Japan) and commercial Mn3O4 powder supplied by Soekewa-Rikagaku with purity of 99.9%.	Commercialization	dry pressing	1000	0.053
221	10.2320/matertrans1989.39.1115	Commercial 3YSZ powder (TZ-3Y) supplied by Tosoh Corporation (Tokyo, Japan) and commercial Mn3O4 powder supplied by Soekewa-Rikagaku with purity of 99.9%.	Commercialization	dry pressing	1000	0.035
222	10.2320/matertrans1989.39.1115	Commercial 3YSZ powder (TZ-3Y) supplied by Tosoh Corporation (Tokyo, Japan) and commercial Mn3O4 powder supplied by Soekewa-Rikagaku with a purity of 99.9%.	Commercialization	dry pressing	1000	0.037
223	10.2320/matertrans1989.39.1115	Commercial 3YSZ powder (TZ-3Y) supplied by Tosoh Corporation (Tokyo, Japan) and commercial Mn3O4 powder supplied by Soekewa-Rikagaku with purity of 99.9%.	Commercialization	dry pressing	1000	0.05
224	10.1002/adfm.201202020	A solution of zirconium 2,4-pentane dionate and yttrium 2,4-pentane dionate in pure ethano.	Commercialization	chemical vapor deposition	400	0.00009
225	10.1002/adfm.201202020	Commercial 3YSZ powder supplied by Tosoh Corp. (Japan).	Commercialization	pulsed laser deposition	400	0.00001
226	10.1002/adfm.201202020	8YSZ powder supplied by Tosoh Corp. (Japan).	Commercialization	pulsed laser deposition	400	0.00015
227	10.1002/adfm.201202020	Zirconium 2,4-pentane dionate and yttrium chloride hydrate were dissolved in a solvent mixture of 80 vol% tetraethylene glycol, 10 vol% polyethylene glycol 600, and 10 vol% ethanol.	Commercialization	spray pyrolysis	400	0.00006
228	10.1016/j.surfcoat.2004.04.086	Self-prepared YSZ material.	Sol–gel method	plasma spray deposition	800	0.042
229	10.1016/j.surfcoat.2004.04.086	YSZ powder was prepared in-house.	Sol–gel method	plasma spray deposition	800	0.018
230	10.1016/j.surfcoat.2004.04.086	YSZ was self-prepared.	Sol–gel method	plasma spray deposition	800	0.027
231	10.1016/j.jeurceramsoc.2014.12.002	A mixed powder of ZrO2, CaO2, and Bi2O3 was prepared in-house by a solid-state method.	Solid-state synthesis	dry pressing	760	0.0016
232	10.1016/j.jeurceramsoc.2014.12.002	A mixed powder of ZrO2, CaO2, and Bi2O3 was prepared in-house by a solid-state method.	Solid-state synthesis	dry pressing	760	0.0045
233	10.1016/j.jeurceramsoc.2014.12.002	A mixed powder of ZrO2, CaO2, and Bi2O3 was prepared in-house by a solid-state method.	Solid-state synthesis	dry pressing	760	0.019
234	10.1016/j.jeurceramsoc.2014.12.002	A mixed powder of ZrO2, CaO2, and Bi2O3 was prepared in-house by a solid-state method.	Solid-state synthesis	dry pressing	760	0.0083
235	10.1016/j.ceramint.2018.09.026	Commercial 3YSZ material (TZ-3Y) supplied by Tosoh Corporation (Tokyo, Japan).	Commercialization	dry pressing	750	0.011
236	10.1016/j.ceramint.2018.09.026	Commercial 6YSZ material (TZ-8Y) supplied by Tosoh Corporation (Tokyo, Japan).	Commercialization	dry pressing	750	0.017
237	10.1016/j.ceramint.2018.09.026	Commercial 8YSZ material (TZ-8YS) supplied by Tosoh Corporation (Tokyo, Japan).	Commercialization	dry pressing	750	0.036
238	10.1016/0167-2738(96)00282-2	Commercial 3YSZ powder (TZ-3Y) supplied by Tosoh Corporation (Tokyo, Japan).	Commercialization	dry pressing	1000	0.058
239	10.1016/0167-2738(96)00282-2	Commercial 8YSZ powder (TZ-8Y) supplied by Tosoh Corporation (Tokyo, Japan).	Commercialization	dry pressing	1000	0.175
240	10.1016/j.jpowsour.2003.11.084	Commercial ZrO2 powder and Y2O3 powder supplied by Kyoritsu Ceramic Material Co.	Commercialization	dry pressing	700	0.02
241	10.1016/j.jpowsour.2003.11.084	Commercial ZrO2 powder and Y2O3 powder supplied by Kyoritsu Ceramic Material Co.	Commercialization	dry pressing	800	0.05
242	10.1016/j.jpowsour.2003.11.084	Commercial ZrO2 powder and Y2O3 powder supplied by Kyoritsu Ceramic Material Co.	Commercialization	dry pressing	900	0.11
243	10.1016/j.jpowsour.2003.11.084	Commercial ZrO2 powder and Y2O3 powder supplied by Kyoritsu Ceramic Material Co.	Commercialization	dry pressing	1000	0.155
244	10.1016/j.jpowsour.2003.11.084	Commercial ZrO2 powder and Y2O3 powder supplied by Kyoritsu Ceramic Material Co.	Commercialization	dry pressing	700	0.02
